link,hotel,price
https://www.booking.com/hotel/es/allegrobarcelona.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=18997214_88405871_2_2_0&highlighted_blocks=18997214_88405871_2_2_0&matching_block_id=18997214_88405871_2_2_0&sr_pri_blocks=18997214_88405871_2_2_0__146250&from=searchresults,Allegro Barcelona,"€ 1,463"
https://www.booking.com/hotel/es/barcelona-ramblas-hostal.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=19115107_88203874_2_0_0&highlighted_blocks=19115107_88203874_2_0_0&matching_block_id=19115107_88203874_2_0_0&sr_pri_blocks=19115107_88203874_2_0_0__65000&from=searchresults,Be Ramblas Guest House,€ 650
https://www.booking.com/hotel/es/08028apartments.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=26451102_348175686_0_0_0&highlighted_blocks=26451102_348175686_0_0_0&matching_block_id=26451102_348175686_0_0_0&sr_pri_blocks=26451102_348175686_0_0_0__122361&from=searchresults,08028 Apartments,"€ 1,224"
https://www.booking.com/hotel/es/hostal-gat-raval.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=1699402_365961404_0_0_0&highlighted_blocks=1699402_365961404_0_0_0&matching_block_id=1699402_365961404_0_0_0&sr_pri_blocks=1699402_365961404_0_0_0__84974&from=searchresults,Central and Basic Universitat for YOUNG HOSTEL,€ 850
https://www.booking.com/hotel/es/hostel-new-york.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=35044305_256914435_2_0_0&highlighted_blocks=35044305_256914435_2_0_0&matching_block_id=35044305_256914435_2_0_0&sr_pri_blocks=35044305_256914435_2_0_0__61259&from=searchresults,Hostel New York,€ 613
https://www.booking.com/hotel/es/barcelo-atenea-mar.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=9250911_158190359_2_2_0_624781&highlighted_blocks=9250911_158190359_2_2_0_624781&matching_block_id=9250911_158190359_2_2_0_624781&sr_pri_blocks=9250911_158190359_2_2_0_624781_177778&from_sustainable_property_sr=1&from=searchresults,Occidental Atenea Mar - Adults Only,"€ 1,778"
https://www.booking.com/hotel/es/san-agustin.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=9750237_327751550_2_2_0&highlighted_blocks=9750237_327751550_2_2_0&matching_block_id=9750237_327751550_2_2_0&sr_pri_blocks=9750237_327751550_2_2_0__160200&from=searchresults,Hotel Sant Agustí,"€ 1,602"
https://www.booking.com/hotel/es/occidental-diagonal-414-barcelona.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=593835601_232868873_2_2_0&highlighted_blocks=593835601_232868873_2_2_0&matching_block_id=593835601_232868873_2_2_0&sr_pri_blocks=593835601_232868873_2_2_0__163128&from=searchresults,Occidental Diagonal 414,"€ 1,631"
https://www.booking.com/hotel/es/rentbcn-paseo-de-gracia-apartments.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=1355132404_407832785_2_0_0&highlighted_blocks=1355132404_407832785_2_0_0&matching_block_id=1355132404_407832785_2_0_0&sr_pri_blocks=1355132404_407832785_2_0_0__135932&from=searchresults,rentBCN Paseo de Gracia Apartments,"€ 1,359"
https://www.booking.com/hotel/es/pension-45.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=1240802_190208126_0_0_0&highlighted_blocks=1240802_190208126_0_0_0&matching_block_id=1240802_190208126_0_0_0&sr_pri_blocks=1240802_190208126_0_0_0__84400&from=searchresults,Pensión 45,€ 844
https://www.booking.com/hotel/es/the-social-hub-barcelona-poblenou-extended-stay.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=1423900201_414018825_0_2_0_1114202&highlighted_blocks=1423900201_414018825_0_2_0_1114202&matching_block_id=1423900201_414018825_0_2_0_1114202&sr_pri_blocks=1423900201_414018825_0_2_0_1114202_120578&from=searchresults,The Social Hub Barcelona Poblenou Extended Stay,"€ 1,206"
https://www.booking.com/hotel/es/crambarcelona.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=9122620_389642147_2_2_0&highlighted_blocks=9122620_389642147_2_2_0&matching_block_id=9122620_389642147_2_2_0&sr_pri_blocks=9122620_389642147_2_2_0__192078&from=searchresults,Cram Hotel,"€ 1,921"
https://www.booking.com/hotel/es/hostal-opera.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=1947005_95144225_0_0_0&highlighted_blocks=1947005_95144225_0_0_0&matching_block_id=1947005_95144225_0_0_0&sr_pri_blocks=1947005_95144225_0_0_0__120573&from=searchresults,Hostal Operaramblas,"€ 1,206"
https://www.booking.com/hotel/es/spa-villa-olimpic-suites.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=4221208_94259354_0_34_0_540293&highlighted_blocks=4221208_94259354_0_34_0_540293&matching_block_id=4221208_94259354_0_34_0_540293&sr_pri_blocks=4221208_94259354_0_34_0_540293_131088&from=searchresults,Hotel & Spa Villa Olimpica Suites,"€ 1,311"
https://www.booking.com/hotel/es/amra-barcelona-gran-via.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=113788905_237907240_3_0_0&highlighted_blocks=113788905_237907240_3_0_0&matching_block_id=113788905_237907240_3_0_0&sr_pri_blocks=113788905_237907240_3_0_0__157814&from=searchresults,Amra Barcelona Gran Via,"€ 1,578"
https://www.booking.com/hotel/es/hostal-radio.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=31133301_296996182_2_0_0&highlighted_blocks=31133301_296996182_2_0_0&matching_block_id=31133301_296996182_2_0_0&sr_pri_blocks=31133301_296996182_2_0_0__96095&from=searchresults,Hostal Radio Barcelona,€ 961
https://www.booking.com/hotel/es/san-antoni-market.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=46482902_368016027_0_0_0&highlighted_blocks=46482902_368016027_0_0_0&matching_block_id=46482902_368016027_0_0_0&sr_pri_blocks=46482902_368016027_0_0_0__157338&from=searchresults,Sant Antoni Market,"€ 1,573"
https://www.booking.com/hotel/es/the-praktik.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=9450115_351632806_0_0_0&highlighted_blocks=9450115_351632806_0_0_0&matching_block_id=9450115_351632806_0_0_0&sr_pri_blocks=9450115_351632806_0_0_0__157200&from=searchresults,Praktik Garden,"€ 1,572"
https://www.booking.com/hotel/es/hotel-arconte.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=27664004_426467595_0_2_0&highlighted_blocks=27664004_426467595_0_2_0&matching_block_id=27664004_426467595_0_2_0&sr_pri_blocks=27664004_426467595_0_2_0__195078&from=searchresults,"Hotel Arconte, Adults Only","€ 1,951"
https://www.booking.com/hotel/es/leonardo-boutique-hotel-barcelona-sagrada-familia.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816084&all_sr_blocks=27707101_91470765_0_2_0&highlighted_blocks=27707101_91470765_0_2_0&matching_block_id=27707101_91470765_0_2_0&sr_pri_blocks=27707101_91470765_0_2_0__136670&from_sustainable_property_sr=1&from=searchresults,Leonardo Boutique Hotel Barcelona Sagrada Familia,"€ 1,367"
https://www.booking.com/hotel/es/bright-and-modern-4bedroom-with-terrace-in-las-ramblas-p1.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=874022702_424713106_6_0_0&highlighted_blocks=874022702_424713106_6_0_0&matching_block_id=874022702_424713106_6_0_0&sr_pri_blocks=874022702_424713106_6_0_0__396672&from=searchresults,The Collection Barcelona - Bright and modern 4bedroom with terrace in Las Ramblas P1,"€ 3,967"
https://www.booking.com/hotel/es/cami-gallery.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=70696107_88504364_0_0_0&highlighted_blocks=70696107_88504364_0_0_0&matching_block_id=70696107_88504364_0_0_0&sr_pri_blocks=70696107_88504364_0_0_0__119700&from=searchresults,Cami Gallery Barcelona,"€ 1,197"
https://www.booking.com/hotel/es/des-artistes.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=47149107_415015342_0_0_0_782660&highlighted_blocks=47149107_415015342_0_0_0_782660&matching_block_id=47149107_415015342_0_0_0_782660&sr_pri_blocks=47149107_415015342_0_0_0_782660_69350&from=searchresults,Des Artistes,€ 694
https://www.booking.com/hotel/es/apartamento-cerca-de-playa-barcelona.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=981700201_426163220_2_0_0&highlighted_blocks=981700201_426163220_2_0_0&matching_block_id=981700201_426163220_2_0_0&sr_pri_blocks=981700201_426163220_2_0_0__111832&from=searchresults,Apartamento cerca de la playa,"€ 1,118"
https://www.booking.com/hotel/es/raval.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=1269711_95136258_2_2_0&highlighted_blocks=1269711_95136258_2_2_0&matching_block_id=1269711_95136258_2_2_0&sr_pri_blocks=1269711_95136258_2_2_0__157278&from=searchresults,Barceló Raval,"€ 1,573"
https://www.booking.com/hotel/es/allegrobarcelona.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=18997214_88405871_2_2_0&highlighted_blocks=18997214_88405871_2_2_0&matching_block_id=18997214_88405871_2_2_0&sr_pri_blocks=18997214_88405871_2_2_0__146250&from=searchresults,Allegro Barcelona,"€ 1,463"
https://www.booking.com/hotel/es/barcelona-ramblas-hostal.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=19115107_88203874_2_0_0&highlighted_blocks=19115107_88203874_2_0_0&matching_block_id=19115107_88203874_2_0_0&sr_pri_blocks=19115107_88203874_2_0_0__65000&from=searchresults,Be Ramblas Guest House,€ 650
https://www.booking.com/hotel/es/08028apartments.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=26451102_348175686_0_0_0&highlighted_blocks=26451102_348175686_0_0_0&matching_block_id=26451102_348175686_0_0_0&sr_pri_blocks=26451102_348175686_0_0_0__122361&from=searchresults,08028 Apartments,"€ 1,224"
https://www.booking.com/hotel/es/hostal-gat-raval.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=1699402_365961404_0_0_0&highlighted_blocks=1699402_365961404_0_0_0&matching_block_id=1699402_365961404_0_0_0&sr_pri_blocks=1699402_365961404_0_0_0__84974&from=searchresults,Central and Basic Universitat for YOUNG HOSTEL,€ 850
https://www.booking.com/hotel/es/hostel-new-york.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=35044305_256914435_2_0_0&highlighted_blocks=35044305_256914435_2_0_0&matching_block_id=35044305_256914435_2_0_0&sr_pri_blocks=35044305_256914435_2_0_0__61259&from=searchresults,Hostel New York,€ 613
https://www.booking.com/hotel/es/barcelo-atenea-mar.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=9250911_158190359_2_2_0_624781&highlighted_blocks=9250911_158190359_2_2_0_624781&matching_block_id=9250911_158190359_2_2_0_624781&sr_pri_blocks=9250911_158190359_2_2_0_624781_177778&from_sustainable_property_sr=1&from=searchresults,Occidental Atenea Mar - Adults Only,"€ 1,778"
https://www.booking.com/hotel/es/san-agustin.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=9750237_327751550_2_2_0&highlighted_blocks=9750237_327751550_2_2_0&matching_block_id=9750237_327751550_2_2_0&sr_pri_blocks=9750237_327751550_2_2_0__160200&from=searchresults,Hotel Sant Agustí,"€ 1,602"
https://www.booking.com/hotel/es/occidental-diagonal-414-barcelona.html?label=gen173nr-10CAEoggI46AdIMVgEaEaIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AvH5t8sGwAIB0gIkZjA2OWVjMjctNThkYy00OGZjLTk4MmMtMGM5MjEyN2RkOGJm2AIB4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2026-05-19&checkout=2026-05-26&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=921f44e735800b79&srepoch=1768816090&all_sr_blocks=593835601_232868873_2_2_0&highlighted_blocks=593835601_232868873_2_2_0&matching_block_id=593835601_232868873_2_2_0&sr_pri_blocks=593835601_232868873_2_2_0__163128&from=searchresults,Occidental Diagonal 414,"€ 1,631"
